encounter_time,male,female
5.7732401154541435,"sex: -1, alleles: 0.07","sex: 1, alleles: 0.05"
5.774326474944194,"sex: -1, alleles: -0.89","sex: 1, alleles: -1.42"
5.775151813920642,"sex: -1, alleles: 0.1","sex: 1, alleles: -1.11"
5.775835227779775,"sex: -1, alleles: 0.34","sex: 1, alleles: -0.37"
5.777117131494285,"sex: -1, alleles: -0.29","sex: 1, alleles: 1.06"
5.777282157922205,"sex: -1, alleles: -1.1","sex: 1, alleles: -1.09"
5.778098902264666,"sex: -1, alleles: 0.23","sex: 1, alleles: 0.31"
5.779077423920208,"sex: -1, alleles: 0.34","sex: 1, alleles: 0.07"
5.779178512717393,"sex: -1, alleles: -0.14","sex: 1, alleles: 0.23"
5.7791838565517395,"sex: -1, alleles: -0.98","sex: 1, alleles: 0.79"
5.780189475940435,"sex: -1, alleles: 0.04","sex: 1, alleles: -0.9"
5.780507609439769,"sex: -1, alleles: 0.43","sex: 1, alleles: -0.3"
5.781666774372295,"sex: -1, alleles: -0.04","sex: 1, alleles: -0.49"
5.7817623364675175,"sex: -1, alleles: 0.54","sex: 1, alleles: 0.26"
5.782967103347561,"sex: -1, alleles: 1.11","sex: 1, alleles: -0.47"
5.7838295419400785,"sex: -1, alleles: 0.35","sex: 1, alleles: -0.9"
5.784283819268942,"sex: -1, alleles: 0.51","sex: 1, alleles: 0.69"
5.786257247955183,"sex: -1, alleles: 0.56","sex: 1, alleles: -0.11"
5.787074929717225,"sex: -1, alleles: -0.9","sex: 1, alleles: -0.15"
5.787244188761322,"sex: -1, alleles: 0.37","sex: 1, alleles: -1.21"
5.787999025159057,"sex: -1, alleles: 1.29","sex: 1, alleles: 1.21"
5.788161933298719,"sex: -1, alleles: 0.09","sex: 1, alleles: 0.7"
5.788301903354796,"sex: -1, alleles: -0.18","sex: 1, alleles: 0.13"
5.788406994648099,"sex: -1, alleles: -0.7","sex: 1, alleles: -0.78"
5.788561364639955,"sex: -1, alleles: 0.31","sex: 1, alleles: -0.88"
5.788702419866958,"sex: -1, alleles: -0.02","sex: 1, alleles: -0.76"
5.7916051529405985,"sex: -1, alleles: -0.44","sex: 1, alleles: 0.99"
5.7916850596551495,"sex: -1, alleles: 0.92","sex: 1, alleles: -0.05"
5.793026527482043,"sex: -1, alleles: -0.21","sex: 1, alleles: -0.04"
5.793051085326227,"sex: -1, alleles: 1.76","sex: 1, alleles: -0.96"
5.793065049450035,"sex: -1, alleles: -0.27","sex: 1, alleles: -0.55"
5.793326232534747,"sex: -1, alleles: -0.32","sex: 1, alleles: 0.25"
5.795134047305318,"sex: -1, alleles: 0.83","sex: 1, alleles: -0.94"
5.795816316719572,"sex: -1, alleles: 0.02","sex: 1, alleles: -0.18"
5.796063462550556,"sex: -1, alleles: 0.64","sex: 1, alleles: 0.67"
5.796078645238964,"sex: -1, alleles: 0.35","sex: 1, alleles: -0.24"
5.798037578002435,"sex: -1, alleles: -0.27","sex: 1, alleles: 0.46"
5.798212524990464,"sex: -1, alleles: 0.54","sex: 1, alleles: 0.49"
5.799522193399063,"sex: -1, alleles: -0.7","sex: 1, alleles: 1.35"
5.801191667470422,"sex: -1, alleles: 0.4","sex: 1, alleles: 0.28"
5.801512806738695,"sex: -1, alleles: 0.26","sex: 1, alleles: -0.39"
5.8021646939353495,"sex: -1, alleles: -0.26","sex: 1, alleles: 0.84"
5.802755882036401,"sex: -1, alleles: -0.3","sex: 1, alleles: -0.02"
5.802781078387877,"sex: -1, alleles: -1.24","sex: 1, alleles: 1.24"
5.802952922566714,"sex: -1, alleles: -0.94","sex: 1, alleles: 0.58"
5.804835989931627,"sex: -1, alleles: 1.5","sex: 1, alleles: 0.43"
5.805016338361308,"sex: -1, alleles: -1.0","sex: 1, alleles: -0.78"
5.8054362329734985,"sex: -1, alleles: -0.98","sex: 1, alleles: 0.22"
5.8054894521768725,"sex: -1, alleles: -0.08","sex: 1, alleles: -0.38"
5.805598749373296,"sex: -1, alleles: 1.05","sex: 1, alleles: 0.36"
5.805636587357435,"sex: -1, alleles: -0.98","sex: 1, alleles: 0.37"
5.8061010484502065,"sex: -1, alleles: 0.08","sex: 1, alleles: 0.38"
5.80614012399649,"sex: -1, alleles: -0.67","sex: 1, alleles: 0.27"
5.806908985717026,"sex: -1, alleles: 0.06","sex: 1, alleles: 0.56"
5.807171454093389,"sex: -1, alleles: 0.95","sex: 1, alleles: 0.8"
5.807894133560635,"sex: -1, alleles: 0.51","sex: 1, alleles: -0.17"
5.807952259856284,"sex: -1, alleles: 0.23","sex: 1, alleles: -1.01"
5.809405001965803,"sex: -1, alleles: -0.7","sex: 1, alleles: 0.52"
5.809527577252602,"sex: -1, alleles: 0.4","sex: 1, alleles: 1.03"
5.81099647173059,"sex: -1, alleles: 0.1","sex: 1, alleles: 0.83"
5.813059979353149,"sex: -1, alleles: -0.33","sex: 1, alleles: 0.26"
5.813544723794001,"sex: -1, alleles: 0.39","sex: 1, alleles: -0.82"
5.8163784917458115,"sex: -1, alleles: -0.1","sex: 1, alleles: -0.17"
5.817320668915019,"sex: -1, alleles: 0.88","sex: 1, alleles: -1.17"
5.820355629858702,"sex: -1, alleles: -0.03","sex: 1, alleles: 0.43"
5.820816661322595,"sex: -1, alleles: 0.1","sex: 1, alleles: 0.41"
5.82088880992273,"sex: -1, alleles: 0.49","sex: 1, alleles: 0.62"
5.820959633236077,"sex: -1, alleles: 0.11","sex: 1, alleles: -0.23"
5.822689273863185,"sex: -1, alleles: -0.14","sex: 1, alleles: -0.24"
5.823696622617302,"sex: -1, alleles: -0.7","sex: 1, alleles: 0.11"
5.824372130425623,"sex: -1, alleles: 1.02","sex: 1, alleles: -0.54"
5.8253548387711245,"sex: -1, alleles: -1.16","sex: 1, alleles: -0.99"
5.826004643502744,"sex: -1, alleles: 0.35","sex: 1, alleles: -0.24"
5.82710601542296,"sex: -1, alleles: 0.45","sex: 1, alleles: 0.13"
5.827535413684004,"sex: -1, alleles: -0.2","sex: 1, alleles: -0.55"
5.827557624313298,"sex: -1, alleles: 1.34","sex: 1, alleles: 0.04"
5.828978980208798,"sex: -1, alleles: -0.3","sex: 1, alleles: -0.28"
5.830275591040339,"sex: -1, alleles: 0.84","sex: 1, alleles: 0.28"
5.830455790846702,"sex: -1, alleles: -1.06","sex: 1, alleles: -0.31"
5.830558070071119,"sex: -1, alleles: -0.08","sex: 1, alleles: 0.4"
5.830585184651223,"sex: -1, alleles: -0.1","sex: 1, alleles: 0.05"
5.8317263513349324,"sex: -1, alleles: -0.81","sex: 1, alleles: 1.17"
5.8333469165243494,"sex: -1, alleles: 0.15","sex: 1, alleles: -0.21"
5.833623818161015,"sex: -1, alleles: 0.56","sex: 1, alleles: 0.35"
5.834849610918035,"sex: -1, alleles: 0.88","sex: 1, alleles: -0.01"
5.835183307189763,"sex: -1, alleles: -0.04","sex: 1, alleles: 0.25"
5.836445621183615,"sex: -1, alleles: 0.98","sex: 1, alleles: -0.24"
5.837360961138144,"sex: -1, alleles: -0.82","sex: 1, alleles: -0.45"
5.837723539913245,"sex: -1, alleles: 1.04","sex: 1, alleles: 0.05"
5.841379732845625,"sex: -1, alleles: 0.2","sex: 1, alleles: -0.39"
5.8425640948882105,"sex: -1, alleles: -0.13","sex: 1, alleles: 0.14"
5.843377714087114,"sex: -1, alleles: 0.86","sex: 1, alleles: -0.82"
5.843772976430067,"sex: -1, alleles: 0.11","sex: 1, alleles: -0.38"
5.844311704836244,"sex: -1, alleles: -0.33","sex: 1, alleles: 0.67"
5.84563083764837,"sex: -1, alleles: -0.16","sex: 1, alleles: -0.71"
5.846247898275208,"sex: -1, alleles: -0.67","sex: 1, alleles: 0.8"
5.84683696221654,"sex: -1, alleles: -0.26","sex: 1, alleles: 0.45"
5.8473399228452605,"sex: -1, alleles: -0.03","sex: 1, alleles: -0.55"
5.848354546867752,"sex: -1, alleles: -1.29","sex: 1, alleles: -0.77"
5.850228660111758,"sex: -1, alleles: 0.23","sex: 1, alleles: -0.18"
5.8502460259918125,"sex: -1, alleles: -1.36","sex: 1, alleles: -0.76"
5.852066073899424,"sex: -1, alleles: -0.89","sex: 1, alleles: 0.46"
5.853013158752773,"sex: -1, alleles: 0.28","sex: 1, alleles: 0.52"
5.8532348694197225,"sex: -1, alleles: 0.15","sex: 1, alleles: -0.01"
5.853979173233028,"sex: -1, alleles: -1.0","sex: 1, alleles: -0.49"
5.854076870815934,"sex: -1, alleles: -0.13","sex: 1, alleles: 0.38"
5.85443813504474,"sex: -1, alleles: 0.55","sex: 1, alleles: -0.38"
5.854562388639714,"sex: -1, alleles: 0.85","sex: 1, alleles: 0.36"
5.854916513362893,"sex: -1, alleles: 1.4","sex: 1, alleles: 1.62"
5.855914931600198,"sex: -1, alleles: 0.55","sex: 1, alleles: 1.45"
5.856370284772663,"sex: -1, alleles: 1.37","sex: 1, alleles: -0.42"
5.858065909902477,"sex: -1, alleles: 0.03","sex: 1, alleles: 0.48"
5.85904385535379,"sex: -1, alleles: 1.76","sex: 1, alleles: 0.29"
5.859067704823594,"sex: -1, alleles: 1.23","sex: 1, alleles: 0.25"
5.8610859922277925,"sex: -1, alleles: 0.07","sex: 1, alleles: 0.79"
5.861942819502982,"sex: -1, alleles: 0.43","sex: 1, alleles: -0.24"
5.8626914604700415,"sex: -1, alleles: 0.0","sex: 1, alleles: 0.72"
5.8631874288941805,"sex: -1, alleles: -1.2","sex: 1, alleles: -0.17"
5.86320787916824,"sex: -1, alleles: 0.48","sex: 1, alleles: -0.38"
5.8638909370889944,"sex: -1, alleles: 0.76","sex: 1, alleles: 0.43"
5.8639103032800675,"sex: -1, alleles: -1.1","sex: 1, alleles: -0.02"
5.86426831903322,"sex: -1, alleles: 0.92","sex: 1, alleles: 1.68"
5.864752661445875,"sex: -1, alleles: -0.75","sex: 1, alleles: 0.76"
5.866845946436885,"sex: -1, alleles: -0.44","sex: 1, alleles: 0.31"
5.8686358606368465,"sex: -1, alleles: 0.13","sex: 1, alleles: 0.26"
5.868969281940222,"sex: -1, alleles: -0.08","sex: 1, alleles: 0.9"
5.869097884646122,"sex: -1, alleles: 0.19","sex: 1, alleles: 0.79"
5.869264885097095,"sex: -1, alleles: 0.71","sex: 1, alleles: 1.69"
5.869382276682188,"sex: -1, alleles: -0.78","sex: 1, alleles: -0.28"
5.869836114135899,"sex: -1, alleles: -0.49","sex: 1, alleles: -0.89"
5.870267197194156,"sex: -1, alleles: -0.34","sex: 1, alleles: 0.2"
5.8724485678947635,"sex: -1, alleles: 0.39","sex: 1, alleles: -0.31"
5.87314509527497,"sex: -1, alleles: 1.26","sex: 1, alleles: 0.33"
5.873198631507007,"sex: -1, alleles: 0.7","sex: 1, alleles: -0.18"
5.873502631684446,"sex: -1, alleles: 0.36","sex: 1, alleles: -0.31"
5.874591764180635,"sex: -1, alleles: 0.05","sex: 1, alleles: 0.47"
5.8750214037418065,"sex: -1, alleles: 1.85","sex: 1, alleles: 1.2"
5.87590112457621,"sex: -1, alleles: 0.43","sex: 1, alleles: 0.46"
5.87623866509146,"sex: -1, alleles: 0.28","sex: 1, alleles: 1.21"
5.877865040141047,"sex: -1, alleles: -0.28","sex: 1, alleles: -0.38"
5.877959861019555,"sex: -1, alleles: 0.07","sex: 1, alleles: 1.29"
5.8787828805228814,"sex: -1, alleles: 0.77","sex: 1, alleles: -0.63"
5.879005052218828,"sex: -1, alleles: 0.91","sex: 1, alleles: 0.22"
5.879418276618558,"sex: -1, alleles: 0.1","sex: 1, alleles: -0.05"
5.880067290007619,"sex: -1, alleles: -0.23","sex: 1, alleles: 0.02"
5.881302426020295,"sex: -1, alleles: 0.84","sex: 1, alleles: 0.9"
5.881622432750378,"sex: -1, alleles: -0.03","sex: 1, alleles: -0.01"
5.884396668799475,"sex: -1, alleles: -0.09","sex: 1, alleles: 0.44"
5.88451520602207,"sex: -1, alleles: -1.26","sex: 1, alleles: 0.48"
5.884881397160845,"sex: -1, alleles: -0.03","sex: 1, alleles: 0.23"
5.885358964831983,"sex: -1, alleles: -0.24","sex: 1, alleles: 0.63"
5.885396419091795,"sex: -1, alleles: -1.57","sex: 1, alleles: 0.76"
5.886048043884299,"sex: -1, alleles: 0.59","sex: 1, alleles: -0.05"
5.887876770217428,"sex: -1, alleles: 0.89","sex: 1, alleles: 0.92"
5.889527690982149,"sex: -1, alleles: -0.42","sex: 1, alleles: 0.48"
5.8897261551600595,"sex: -1, alleles: -0.08","sex: 1, alleles: 0.15"
5.8907781434061635,"sex: -1, alleles: -1.1","sex: 1, alleles: -0.32"
5.893330187230213,"sex: -1, alleles: -0.18","sex: 1, alleles: -0.14"
5.894735686540728,"sex: -1, alleles: 0.48","sex: 1, alleles: -0.98"
5.894896255682147,"sex: -1, alleles: 0.13","sex: 1, alleles: 0.15"
5.895126599839164,"sex: -1, alleles: 0.67","sex: 1, alleles: -0.06"
5.896248256232941,"sex: -1, alleles: 0.09","sex: 1, alleles: -0.39"
5.8966770145067064,"sex: -1, alleles: 0.88","sex: 1, alleles: -1.23"
5.896900347793157,"sex: -1, alleles: -0.24","sex: 1, alleles: -0.01"
5.89718498535352,"sex: -1, alleles: -0.76","sex: 1, alleles: 0.83"
5.897191996739489,"sex: -1, alleles: -1.29","sex: 1, alleles: -0.56"
5.89775998129085,"sex: -1, alleles: 0.43","sex: 1, alleles: -1.43"
5.899009399457379,"sex: -1, alleles: 0.62","sex: 1, alleles: -1.1"
5.900351907120832,"sex: -1, alleles: -0.34","sex: 1, alleles: 0.02"
5.901552408755358,"sex: -1, alleles: 0.4","sex: 1, alleles: -1.23"
5.901836754723188,"sex: -1, alleles: 0.08","sex: 1, alleles: -0.21"
5.902578976968735,"sex: -1, alleles: 0.01","sex: 1, alleles: -0.01"
5.904575763256055,"sex: -1, alleles: 0.53","sex: 1, alleles: -1.03"
5.904781315617823,"sex: -1, alleles: 0.44","sex: 1, alleles: -0.5"
5.904875540800279,"sex: -1, alleles: 0.23","sex: 1, alleles: 0.31"
5.906361370482445,"sex: -1, alleles: 1.02","sex: 1, alleles: -0.3"
5.907749974266075,"sex: -1, alleles: 1.34","sex: 1, alleles: -0.39"
5.908548764554679,"sex: -1, alleles: 0.51","sex: 1, alleles: -0.02"
5.909565606547732,"sex: -1, alleles: 0.24","sex: 1, alleles: 0.99"
5.909741306617416,"sex: -1, alleles: 0.03","sex: 1, alleles: -0.02"
5.910235721478447,"sex: -1, alleles: 0.3","sex: 1, alleles: -0.16"
5.910526055167424,"sex: -1, alleles: 0.45","sex: 1, alleles: 0.03"
5.910825274923592,"sex: -1, alleles: 0.89","sex: 1, alleles: 0.56"
5.911101628784065,"sex: -1, alleles: 0.89","sex: 1, alleles: 0.44"
5.9114234343722725,"sex: -1, alleles: 0.16","sex: 1, alleles: 0.26"
5.911424342570236,"sex: -1, alleles: -0.23","sex: 1, alleles: -0.01"
5.911730856675506,"sex: -1, alleles: -0.33","sex: 1, alleles: 0.06"
5.913088059767446,"sex: -1, alleles: -0.33","sex: 1, alleles: -0.22"
5.913944828844103,"sex: -1, alleles: -0.82","sex: 1, alleles: -1.11"
5.915022294937076,"sex: -1, alleles: 0.54","sex: 1, alleles: -0.22"
5.915899698096214,"sex: -1, alleles: 0.59","sex: 1, alleles: -0.75"
5.916142893727759,"sex: -1, alleles: -0.16","sex: 1, alleles: -0.23"
5.916251616548042,"sex: -1, alleles: 0.23","sex: 1, alleles: -0.39"
5.917277205653325,"sex: -1, alleles: 0.43","sex: 1, alleles: 0.63"
5.918543849501992,"sex: -1, alleles: -1.25","sex: 1, alleles: 0.33"
5.918855210230991,"sex: -1, alleles: 0.36","sex: 1, alleles: 0.27"
5.91888527893525,"sex: -1, alleles: 1.4","sex: 1, alleles: -0.02"
5.919344646432215,"sex: -1, alleles: 0.19","sex: 1, alleles: -0.88"
5.921147856006435,"sex: -1, alleles: 1.37","sex: 1, alleles: 0.7"
5.921562508652172,"sex: -1, alleles: -1.11","sex: 1, alleles: 0.25"
5.921987090945326,"sex: -1, alleles: 0.42","sex: 1, alleles: 0.79"
5.922427251043622,"sex: -1, alleles: -0.6","sex: 1, alleles: 0.37"
5.922490609655689,"sex: -1, alleles: 0.67","sex: 1, alleles: -0.27"
5.9227382514530715,"sex: -1, alleles: 0.15","sex: 1, alleles: 1.19"
5.92386075179545,"sex: -1, alleles: 0.62","sex: 1, alleles: 0.45"
5.924032057053295,"sex: -1, alleles: 0.86","sex: 1, alleles: 0.28"
5.926735348202738,"sex: -1, alleles: 0.68","sex: 1, alleles: -1.13"
5.927299814604758,"sex: -1, alleles: 0.72","sex: 1, alleles: 0.26"
5.927334194494307,"sex: -1, alleles: -0.45","sex: 1, alleles: -0.46"
5.927886457343268,"sex: -1, alleles: 0.25","sex: 1, alleles: 0.76"
5.928403156292251,"sex: -1, alleles: -1.95","sex: 1, alleles: 0.44"
5.928905358488204,"sex: -1, alleles: -0.82","sex: 1, alleles: 0.58"
5.929910216248699,"sex: -1, alleles: 0.05","sex: 1, alleles: 0.43"
5.930058360217957,"sex: -1, alleles: 0.99","sex: 1, alleles: 0.6"
5.930132358574849,"sex: -1, alleles: 0.85","sex: 1, alleles: -0.05"
5.930333245189001,"sex: -1, alleles: -0.18","sex: 1, alleles: -0.21"
5.930961589899615,"sex: -1, alleles: -0.13","sex: 1, alleles: -0.38"
5.931952396267293,"sex: -1, alleles: -1.27","sex: 1, alleles: 0.55"
5.93244909417292,"sex: -1, alleles: 1.01","sex: 1, alleles: 0.83"
5.932603191626681,"sex: -1, alleles: 0.1","sex: 1, alleles: -0.21"
5.933640518660525,"sex: -1, alleles: 0.19","sex: 1, alleles: 0.43"
5.933975287388504,"sex: -1, alleles: 0.26","sex: 1, alleles: -1.13"
5.934138510102274,"sex: -1, alleles: -1.44","sex: 1, alleles: -0.13"
5.935185134876134,"sex: -1, alleles: 1.26","sex: 1, alleles: -0.38"
5.935652016113381,"sex: -1, alleles: -0.62","sex: 1, alleles: 0.05"
5.936960293189581,"sex: -1, alleles: 0.48","sex: 1, alleles: 0.14"
5.939293346400567,"sex: -1, alleles: -0.44","sex: 1, alleles: 0.97"
5.940221408029329,"sex: -1, alleles: 0.11","sex: 1, alleles: 0.18"
5.941011602315558,"sex: -1, alleles: 0.0","sex: 1, alleles: 0.31"
5.941011931791269,"sex: -1, alleles: 0.68","sex: 1, alleles: -0.13"
5.941325229528404,"sex: -1, alleles: -0.7","sex: 1, alleles: -1.13"
5.942086971743642,"sex: -1, alleles: 1.01","sex: 1, alleles: 0.43"
5.943698714404718,"sex: -1, alleles: 0.18","sex: 1, alleles: -0.68"
5.9443141773598756,"sex: -1, alleles: -0.45","sex: 1, alleles: -0.34"
5.944809574876312,"sex: -1, alleles: -0.77","sex: 1, alleles: -0.01"
5.9455991507367525,"sex: -1, alleles: 0.23","sex: 1, alleles: -1.17"
5.949344781194672,"sex: -1, alleles: 0.63","sex: 1, alleles: -0.84"
5.950200385418021,"sex: -1, alleles: 0.47","sex: 1, alleles: 0.18"
5.950508751982399,"sex: -1, alleles: 0.23","sex: 1, alleles: -0.25"
5.95059024675818,"sex: -1, alleles: 0.05","sex: 1, alleles: 0.05"
5.950894616112142,"sex: -1, alleles: 0.76","sex: 1, alleles: 1.68"
5.951917655691328,"sex: -1, alleles: -1.06","sex: 1, alleles: -0.39"
5.952620706198513,"sex: -1, alleles: -0.44","sex: 1, alleles: 0.28"
5.953050653155288,"sex: -1, alleles: 0.18","sex: 1, alleles: 1.42"
5.953400693358526,"sex: -1, alleles: 0.55","sex: 1, alleles: 0.23"
5.953470361549867,"sex: -1, alleles: 0.92","sex: 1, alleles: 0.36"
5.953782164216392,"sex: -1, alleles: -0.39","sex: 1, alleles: 0.46"
5.954028332764606,"sex: -1, alleles: 0.18","sex: 1, alleles: -0.75"
5.954695299118235,"sex: -1, alleles: -0.55","sex: 1, alleles: 0.36"
5.955005333823995,"sex: -1, alleles: 0.28","sex: 1, alleles: -0.23"
5.955269100835231,"sex: -1, alleles: 0.92","sex: 1, alleles: -1.13"
5.956448881774912,"sex: -1, alleles: 0.06","sex: 1, alleles: 1.2"
5.958307970611978,"sex: -1, alleles: -0.37","sex: 1, alleles: 1.69"
5.960406474134724,"sex: -1, alleles: 0.71","sex: 1, alleles: -0.23"
5.960515660434503,"sex: -1, alleles: 0.23","sex: 1, alleles: -0.13"
5.961725894525888,"sex: -1, alleles: 0.45","sex: 1, alleles: -1.23"
5.962812042400438,"sex: -1, alleles: 0.31","sex: 1, alleles: -0.49"
5.962912114448264,"sex: -1, alleles: 0.7","sex: 1, alleles: 2.06"
5.963250262069291,"sex: -1, alleles: -1.26","sex: 1, alleles: -0.05"
5.963341967022502,"sex: -1, alleles: 0.56","sex: 1, alleles: 0.11"
5.963741884140221,"sex: -1, alleles: -0.2","sex: 1, alleles: -1.23"
5.96396973596856,"sex: -1, alleles: 1.32","sex: 1, alleles: -0.13"
5.965359728893418,"sex: -1, alleles: -1.2","sex: 1, alleles: 0.58"
5.966356860794666,"sex: -1, alleles: -0.24","sex: 1, alleles: -0.81"
5.96671545676101,"sex: -1, alleles: -0.48","sex: 1, alleles: 1.62"
5.967223151173165,"sex: -1, alleles: 0.59","sex: 1, alleles: 1.2"
5.967768936428592,"sex: -1, alleles: 0.0","sex: 1, alleles: -0.78"
5.9678185710647815,"sex: -1, alleles: -1.26","sex: 1, alleles: -0.82"
5.968377980919958,"sex: -1, alleles: -0.69","sex: 1, alleles: 0.58"
5.968649147300786,"sex: -1, alleles: 1.02","sex: 1, alleles: -0.53"
5.970380894998717,"sex: -1, alleles: -0.97","sex: 1, alleles: 0.46"
5.971459560892929,"sex: -1, alleles: 0.13","sex: 1, alleles: 0.94"
5.971582338670158,"sex: -1, alleles: -0.26","sex: 1, alleles: 1.58"
5.972392867480089,"sex: -1, alleles: 1.11","sex: 1, alleles: -0.54"
5.972866951332905,"sex: -1, alleles: -0.04","sex: 1, alleles: 0.59"
5.9732328851523055,"sex: -1, alleles: 0.67","sex: 1, alleles: -0.05"
5.9735576826605445,"sex: -1, alleles: 0.32","sex: 1, alleles: -0.9"
5.973676738862992,"sex: -1, alleles: 0.77","sex: 1, alleles: -0.34"
5.97457970738814,"sex: -1, alleles: 0.11","sex: 1, alleles: -0.54"
5.974702753258658,"sex: -1, alleles: -0.79","sex: 1, alleles: 0.59"
5.975273003298824,"sex: -1, alleles: 0.75","sex: 1, alleles: 0.83"
5.975725790590564,"sex: -1, alleles: 0.17","sex: 1, alleles: 0.83"
5.9766316871399745,"sex: -1, alleles: -1.27","sex: 1, alleles: -0.95"
5.977843766633801,"sex: -1, alleles: 0.76","sex: 1, alleles: 0.6"
5.979604806182358,"sex: -1, alleles: 0.77","sex: 1, alleles: -0.3"
5.979676445831601,"sex: -1, alleles: 0.38","sex: 1, alleles: 0.96"
5.979738445607252,"sex: -1, alleles: 0.85","sex: 1, alleles: 1.1"
5.980995298489025,"sex: -1, alleles: -1.44","sex: 1, alleles: -0.32"
5.981916138603698,"sex: -1, alleles: -0.18","sex: 1, alleles: 0.66"
5.982736873033862,"sex: -1, alleles: 0.55","sex: 1, alleles: -0.81"
5.9837918414392774,"sex: -1, alleles: 0.22","sex: 1, alleles: 1.11"
5.98501534332026,"sex: -1, alleles: -0.1","sex: 1, alleles: -1.43"
5.985080610209552,"sex: -1, alleles: 0.77","sex: 1, alleles: -0.81"
5.985192650785414,"sex: -1, alleles: -0.49","sex: 1, alleles: 0.32"
5.985699093654603,"sex: -1, alleles: 1.01","sex: 1, alleles: 0.11"
5.986012868219484,"sex: -1, alleles: 0.56","sex: 1, alleles: 0.29"
5.986071715163208,"sex: -1, alleles: 1.43","sex: 1, alleles: -0.01"
5.986979984160128,"sex: -1, alleles: -0.11","sex: 1, alleles: -0.32"
5.989274117928934,"sex: -1, alleles: 0.56","sex: 1, alleles: 0.84"
5.990585332621204,"sex: -1, alleles: -0.7","sex: 1, alleles: 0.16"
5.990945902100556,"sex: -1, alleles: -0.27","sex: 1, alleles: 0.09"
5.994187973308609,"sex: -1, alleles: -0.04","sex: 1, alleles: -0.05"
5.995067120809597,"sex: -1, alleles: 1.01","sex: 1, alleles: 0.26"
5.9962565678463715,"sex: -1, alleles: 0.07","sex: 1, alleles: -0.18"
5.996471827270421,"sex: -1, alleles: 1.08","sex: 1, alleles: 0.63"
5.9968307134819385,"sex: -1, alleles: 1.29","sex: 1, alleles: 0.99"
5.999426193003123,"sex: -1, alleles: 1.02","sex: 1, alleles: 0.75"
5.9994874043280495,"sex: -1, alleles: -1.1","sex: 1, alleles: 1.45"
5.9995574888947765,"sex: -1, alleles: -0.33","sex: 1, alleles: 0.96"
6.000186897900761,"sex: -1, alleles: 1.08","sex: 1, alleles: 1.07"
6.000354669654513,"sex: -1, alleles: 0.44","sex: 1, alleles: -0.45"
6.000822535311537,"sex: -1, alleles: -0.59","sex: 1, alleles: 0.49"
6.001320029719797,"sex: -1, alleles: -0.71","sex: 1, alleles: -0.23"
6.004098522553511,"sex: -1, alleles: 0.26","sex: 1, alleles: -0.17"
6.004531166491823,"sex: -1, alleles: -1.73","sex: 1, alleles: -0.02"
6.004919141858419,"sex: -1, alleles: 0.45","sex: 1, alleles: 0.0"
6.0050603768880535,"sex: -1, alleles: -1.29","sex: 1, alleles: -0.69"
6.005564950276794,"sex: -1, alleles: 0.5","sex: 1, alleles: 0.75"
6.005698545324124,"sex: -1, alleles: 0.23","sex: 1, alleles: -0.98"
6.005809810927042,"sex: -1, alleles: 0.55","sex: 1, alleles: 0.67"
6.007428460319908,"sex: -1, alleles: 0.89","sex: 1, alleles: -0.31"
6.008296316019645,"sex: -1, alleles: -0.76","sex: 1, alleles: 0.13"
6.009145619448543,"sex: -1, alleles: 0.15","sex: 1, alleles: 0.04"
6.009276927094905,"sex: -1, alleles: 1.01","sex: 1, alleles: -0.49"
6.010167904849904,"sex: -1, alleles: 0.33","sex: 1, alleles: 0.72"
6.010215463638657,"sex: -1, alleles: -0.1","sex: 1, alleles: 0.68"
6.010754326289854,"sex: -1, alleles: -0.26","sex: 1, alleles: -0.18"
6.011383348291006,"sex: -1, alleles: -0.7","sex: 1, alleles: 1.19"
6.012787919300246,"sex: -1, alleles: -0.35","sex: 1, alleles: -0.23"
6.013846439721355,"sex: -1, alleles: 0.33","sex: 1, alleles: 0.16"
6.014102722036574,"sex: -1, alleles: -0.34","sex: 1, alleles: 1.0"
6.014929504073034,"sex: -1, alleles: 0.82","sex: 1, alleles: 0.26"
6.015398835786653,"sex: -1, alleles: -0.33","sex: 1, alleles: 0.48"
6.0158164492489306,"sex: -1, alleles: -0.08","sex: 1, alleles: 0.31"
6.015981206330259,"sex: -1, alleles: 0.22","sex: 1, alleles: -0.53"
6.017182524461183,"sex: -1, alleles: 0.76","sex: 1, alleles: -0.06"
6.02007360738102,"sex: -1, alleles: 0.71","sex: 1, alleles: 0.02"
6.020527003235737,"sex: -1, alleles: -0.43","sex: 1, alleles: -1.43"
6.020993520697068,"sex: -1, alleles: 0.39","sex: 1, alleles: 0.18"
6.0219172023287095,"sex: -1, alleles: 0.54","sex: 1, alleles: -0.32"
6.0235152459509145,"sex: -1, alleles: -0.34","sex: 1, alleles: 0.4"
6.0278287054970985,"sex: -1, alleles: -0.64","sex: 1, alleles: -0.5"
6.029945498270372,"sex: -1, alleles: 0.9","sex: 1, alleles: 0.04"
6.030543048158655,"sex: -1, alleles: -0.37","sex: 1, alleles: -0.01"
6.030658113087421,"sex: -1, alleles: 0.54","sex: 1, alleles: -0.02"
6.031541306577714,"sex: -1, alleles: -0.45","sex: 1, alleles: 0.46"
6.032025994766764,"sex: -1, alleles: -0.44","sex: 1, alleles: -0.81"
6.032413911460694,"sex: -1, alleles: 0.23","sex: 1, alleles: -0.76"
